"","Age","education_level","Province","cps19_votechoice"
"8987",70,"At or above Bachelor","Quebec",0
"8988",53,"College","British Columbia",0
"8989",58,"At or above Bachelor","Manitoba",0
"8990",53,"High School","Ontario",1
"8991",24,"High School","Nova Scotia",1
"8992",53,"High School","Ontario",0
"8993",68,"At or above Bachelor","British Columbia",1
"8994",23,"At or above Bachelor","Ontario",1
"8995",44,"At or above Bachelor","Quebec",1
"8996",35,"At or above Bachelor","Ontario",1
"8997",74,"At or above Bachelor","Quebec",0
"8998",37,"At or above Bachelor","British Columbia",1
"8999",25,"At or above Bachelor","Alberta",0
"9000",22,"At or above Bachelor","Ontario",1
"9001",70,"High School","Alberta",0
"9002",32,"At or above Bachelor","Ontario",1
"9003",38,"College","Quebec",1
"9004",43,"At or above Bachelor","Quebec",0
"9005",37,"At or above Bachelor","Ontario",0
"9006",39,"At or above Bachelor","British Columbia",1
"9007",81,"College","New Brunswick",0
"9008",33,"Below high school","Alberta",0
"9009",63,"College","Alberta",1
"9010",58,"Below high school","Nova Scotia",0
"9011",78,"At or above Bachelor","Alberta",0
"9012",64,"High School","Saskatchewan",0
"9013",47,"College","Quebec",1
"9014",19,"High School","Ontario",0
"9015",42,"College","Ontario",0
"9016",40,"At or above Bachelor","Nunavut",0
"9017",24,"High School","Alberta",0
"9018",29,"College","Alberta",0
"9019",66,"At or above Bachelor","Ontario",1
"9020",36,"At or above Bachelor","Ontario",1
"9021",64,"College","Ontario",1
"9022",29,"High School","British Columbia",0
"9023",22,"Below high school","Quebec",0
"9024",66,"At or above Bachelor","Ontario",1
"9025",80,"At or above Bachelor","Ontario",1
"9026",27,"College","Ontario",0
"9027",68,"At or above Bachelor","Ontario",1
"9028",65,"At or above Bachelor","Quebec",0
"9029",52,"High School","Manitoba",1
"9030",34,"At or above Bachelor","New Brunswick",0
"9031",69,"High School","New Brunswick",1
"9032",43,"High School","Saskatchewan",0
"9033",45,"Below high school","Quebec",0
"9034",31,"At or above Bachelor","Quebec",1
"9035",66,"At or above Bachelor","Alberta",0
"9036",35,"At or above Bachelor","Ontario",1
"9037",33,"At or above Bachelor","Ontario",1
"9038",65,"At or above Bachelor","British Columbia",0
"9039",50,"At or above Bachelor","Alberta",0
"9040",61,"At or above Bachelor","British Columbia",1
"9041",74,"High School","Quebec",1
"9042",36,"High School","Quebec",1
"9043",66,"College","Quebec",1
"9044",64,"College","Ontario",1
"9045",40,"At or above Bachelor","Ontario",0
"9046",37,"High School","Ontario",1
"9047",75,"College","Ontario",0
"9048",61,"At or above Bachelor","Saskatchewan",1
"9049",36,"At or above Bachelor","Quebec",0
"9050",40,"College","Saskatchewan",0
"9051",23,"College","Quebec",0
"9052",59,"High School","Quebec",0
"9053",27,"College","Ontario",0
"9054",45,"At or above Bachelor","Ontario",1
"9055",60,"At or above Bachelor","British Columbia",0
"9056",37,"At or above Bachelor","Ontario",1
"9057",61,"At or above Bachelor","Ontario",0
"9058",41,"College","Quebec",0
"9059",62,"At or above Bachelor","Alberta",1
"9060",39,"At or above Bachelor","Quebec",0
"9061",61,"High School","Ontario",1
"9062",28,"At or above Bachelor","British Columbia",1
"9063",54,"College","Ontario",1
"9064",68,"High School","Ontario",1
"9065",54,"High School","Ontario",1
"9066",52,"At or above Bachelor","Ontario",0
"9067",35,"High School","Ontario",1
"9068",67,"High School","Alberta",0
"9069",44,"At or above Bachelor","Quebec",1
"9070",61,"At or above Bachelor","Ontario",1
"9071",55,"At or above Bachelor","British Columbia",0
"9072",62,"High School","Alberta",1
"9073",29,"College","Ontario",1
"9074",65,"High School","British Columbia",1
"9075",54,"College","Quebec",0
"9076",64,"High School","Quebec",0
"9077",71,"College","Alberta",0
"9078",49,"At or above Bachelor","Ontario",1
"9079",77,"High School","Ontario",0
"9080",44,"At or above Bachelor","Alberta",0
"9081",69,"At or above Bachelor","Ontario",1
"9082",68,"High School","Ontario",1
"9083",59,"High School","British Columbia",0
"9084",48,"High School","Saskatchewan",0
"9085",22,"High School","Ontario",1
"9086",38,"College","Ontario",1
"9087",31,"College","Quebec",1
"9088",29,"High School","Newfoundland and Labrador",0
"9089",49,"At or above Bachelor","British Columbia",1
"9090",66,"High School","Ontario",1
"9091",45,"Below high school","Quebec",1
"9092",72,"At or above Bachelor","Ontario",1
"9093",61,"High School","Saskatchewan",0
"9094",25,"High School","Quebec",1
"9095",71,"High School","Ontario",1
"9096",72,"At or above Bachelor","Ontario",1
"9097",33,"College","Manitoba",1
"9098",47,"High School","Quebec",0
"9099",74,"At or above Bachelor","Ontario",0
"9100",35,"College","Quebec",0
"9101",53,"High School","Quebec",0
"9102",57,"College","Alberta",0
"9103",77,"High School","Ontario",1
"9104",72,"At or above Bachelor","British Columbia",1
"9105",57,"At or above Bachelor","Ontario",1
"9106",69,"At or above Bachelor","Manitoba",0
"9107",42,"At or above Bachelor","Ontario",1
"9108",54,"High School","Alberta",0
"9109",48,"College","Ontario",1
"9110",52,"College","Alberta",1
"9111",37,"High School","Quebec",1
"9112",62,"High School","Alberta",0
"9113",35,"At or above Bachelor","Ontario",1
"9114",62,"High School","Ontario",1
"9115",39,"High School","Alberta",0
"9116",64,"College","Ontario",0
"9117",63,"At or above Bachelor","Ontario",1
"9118",73,"At or above Bachelor","Quebec",0
"9119",22,"High School","Manitoba",1
"9120",30,"High School","Alberta",0
"9121",82,"High School","British Columbia",0
"9122",37,"College","Ontario",0
"9123",44,"High School","Ontario",1
"9124",48,"College","Ontario",0
"9125",43,"At or above Bachelor","Quebec",1
"9126",58,"High School","British Columbia",0
"9127",63,"At or above Bachelor","Ontario",1
"9128",43,"College","Saskatchewan",0
"9129",53,"High School","Ontario",0
"9130",45,"At or above Bachelor","Ontario",1
"9131",29,"At or above Bachelor","Ontario",1
"9132",52,"College","Ontario",0
"9133",58,"College","British Columbia",0
"9134",53,"High School","Ontario",0
"9135",69,"High School","British Columbia",1
"9136",58,"High School","Alberta",0
"9137",23,"High School","Ontario",0
"9138",60,"Below high school","Ontario",1
"9139",43,"At or above Bachelor","Alberta",0
"9140",67,"High School","Alberta",0
"9141",68,"High School","Ontario",0
"9142",69,"High School","British Columbia",0
"9143",59,"College","Ontario",1
"9144",74,"High School","Ontario",1
"9145",38,"High School","Ontario",1
"9146",62,"High School","Ontario",0
"9147",67,"High School","Alberta",0
"9148",46,"At or above Bachelor","Ontario",0
"9149",51,"College","Alberta",0
"9150",54,"High School","Alberta",1
"9151",71,"At or above Bachelor","British Columbia",1
"9152",19,"Below high school","Alberta",1
"9153",45,"College","Ontario",1
"9154",38,"At or above Bachelor","Ontario",1
"9155",34,"High School","Ontario",1
"9156",28,"College","Quebec",1
"9157",74,"High School","Manitoba",0
"9158",56,"High School","Quebec",1
"9159",23,"High School","Quebec",0
"9160",66,"At or above Bachelor","Ontario",1
"9161",29,"College","Manitoba",0
"9162",79,"At or above Bachelor","Alberta",1
"9163",55,"College","Ontario",0
"9164",60,"At or above Bachelor","Ontario",0
"9165",46,"At or above Bachelor","Quebec",1
"9166",62,"High School","Saskatchewan",0
"9167",76,"At or above Bachelor","Ontario",0
"9168",64,"College","Ontario",0
"9169",58,"High School","Quebec",0
"9170",29,"At or above Bachelor","Ontario",1
"9171",61,"High School","Ontario",1
"9172",55,"At or above Bachelor","Ontario",1
"9173",61,"College","Saskatchewan",0
"9174",52,"At or above Bachelor","Ontario",0
"9175",34,"High School","Alberta",1
"9176",74,"High School","Quebec",1
"9177",29,"At or above Bachelor","Alberta",1
"9178",67,"High School","Ontario",1
"9179",60,"High School","Ontario",0
"9180",67,"College","Ontario",0
"9181",73,"College","Alberta",0
"9182",46,"At or above Bachelor","Ontario",0
"9183",58,"At or above Bachelor","Alberta",1
"9184",23,"At or above Bachelor","British Columbia",1
"9185",58,"High School","Alberta",0
"9186",18,"Below high school","Quebec",1
"9187",31,"High School","Quebec",1
"9188",33,"At or above Bachelor","Ontario",1
"9189",62,"At or above Bachelor","Ontario",0
"9190",53,"College","Quebec",1
"9191",25,"High School","British Columbia",0
"9192",67,"At or above Bachelor","British Columbia",0
"9193",73,"High School","Alberta",0
"9194",46,"College","Quebec",0
"9195",66,"College","Ontario",1
"9196",61,"At or above Bachelor","Ontario",0
"9197",55,"At or above Bachelor","Ontario",1
"9198",50,"At or above Bachelor","Quebec",1
"9199",49,"At or above Bachelor","Alberta",0
"9200",68,"College","Ontario",0
"9201",44,"At or above Bachelor","Ontario",0
"9202",61,"High School","Alberta",0
"9203",29,"High School","Alberta",1
"9204",78,"High School","British Columbia",0
"9205",51,"At or above Bachelor","Ontario",0
"9206",70,"College","Manitoba",0
"9207",44,"At or above Bachelor","Ontario",1
"9208",67,"At or above Bachelor","Manitoba",1
"9209",47,"At or above Bachelor","Ontario",1
"9210",77,"At or above Bachelor","Ontario",0
"9211",36,"At or above Bachelor","Ontario",1
"9212",33,"High School","British Columbia",0
"9213",40,"High School","Ontario",0
"9214",83,"At or above Bachelor","Ontario",0
"9215",78,"High School","British Columbia",0
"9216",66,"College","Alberta",0
"9217",23,"At or above Bachelor","Ontario",1
"9218",24,"At or above Bachelor","Manitoba",0
"9219",42,"High School","Quebec",0
"9220",58,"High School","Manitoba",1
"9221",32,"At or above Bachelor","Alberta",0
"9222",20,"High School","Ontario",1
"9223",43,"High School","Ontario",0
"9224",28,"High School","Quebec",0
"9225",82,"High School","Ontario",1
"9226",34,"At or above Bachelor","Ontario",0
"9227",33,"College","Quebec",1
"9228",36,"At or above Bachelor","Alberta",0
"9229",39,"At or above Bachelor","Ontario",1
"9230",33,"At or above Bachelor","British Columbia",1
"9231",34,"At or above Bachelor","Ontario",1
"9232",49,"High School","Alberta",0
"9233",53,"College","Quebec",1
"9234",56,"At or above Bachelor","Ontario",0
"9235",50,"High School","Quebec",1
"9236",59,"College","Manitoba",0
"9237",34,"High School","Alberta",0
"9238",25,"College","Ontario",0
"9239",21,"College","Ontario",1
"9240",70,"At or above Bachelor","British Columbia",0
"9241",44,"College","Ontario",0
"9242",19,"High School","Ontario",1
"9243",69,"College","Ontario",1
"9244",21,"High School","Ontario",0
"9245",52,"High School","Quebec",1
"9246",47,"At or above Bachelor","Ontario",1
"9247",52,"At or above Bachelor","Ontario",0
"9248",40,"College","Ontario",0
"9249",64,"College","Ontario",0
"9250",46,"High School","Alberta",0
"9251",41,"At or above Bachelor","Manitoba",0
"9252",42,"High School","Alberta",1
"9253",19,"High School","Alberta",0
"9254",67,"College","British Columbia",0
"9255",41,"College","Ontario",0
"9256",49,"High School","Quebec",0
"9257",69,"College","British Columbia",0
"9258",29,"College","Ontario",1
"9259",21,"High School","Alberta",0
"9260",36,"At or above Bachelor","Quebec",1
"9261",36,"High School","Quebec",0
"9262",29,"At or above Bachelor","British Columbia",0
"9263",34,"At or above Bachelor","Saskatchewan",1
"9264",45,"College","Quebec",0
"9265",62,"At or above Bachelor","Alberta",1
"9266",49,"College","Manitoba",0
"9267",33,"At or above Bachelor","Quebec",1
"9268",60,"High School","Manitoba",0
"9269",36,"At or above Bachelor","Ontario",0
"9270",67,"At or above Bachelor","Ontario",1
"9271",66,"College","Ontario",1
"9272",34,"High School","Ontario",0
"9273",43,"At or above Bachelor","Ontario",1
"9274",38,"At or above Bachelor","Alberta",0
"9275",66,"High School","Saskatchewan",1
"9276",44,"High School","Ontario",0
"9277",70,"At or above Bachelor","Ontario",1
"9278",61,"High School","Alberta",0
"9279",63,"High School","Quebec",1
"9280",48,"College","Alberta",0
"9281",47,"High School","Ontario",0
"9282",22,"High School","Quebec",1
"9283",44,"High School","British Columbia",1
"9284",29,"College","Quebec",1
"9285",40,"High School","Alberta",1
"9286",76,"At or above Bachelor","British Columbia",0
"9287",20,"High School","Ontario",1
"9288",55,"College","Ontario",0
"9289",64,"College","Alberta",0
"9290",19,"High School","Ontario",0
"9291",39,"At or above Bachelor","Ontario",1
"9292",19,"At or above Bachelor","Ontario",0
"9293",35,"High School","Quebec",1
"9294",78,"At or above Bachelor","Alberta",0
"9295",32,"College","Ontario",0
"9296",71,"At or above Bachelor","Ontario",1
"9297",29,"High School","Ontario",1
"9298",95,"At or above Bachelor","Ontario",1
"9299",69,"At or above Bachelor","Saskatchewan",0
"9300",67,"High School","Manitoba",0
"9301",40,"High School","Saskatchewan",1
"9302",59,"At or above Bachelor","Ontario",1
"9303",67,"High School","British Columbia",0
"9304",66,"College","Alberta",0
"9305",26,"At or above Bachelor","Ontario",1
"9306",71,"High School","British Columbia",1
"9307",79,"High School","British Columbia",0
"9308",61,"College","Saskatchewan",0
"9309",57,"College","Ontario",0
"9310",20,"High School","Alberta",1
"9311",56,"High School","Ontario",0
"9312",43,"High School","British Columbia",1
"9313",79,"At or above Bachelor","Ontario",0
"9314",42,"At or above Bachelor","Ontario",1
"9315",73,"High School","Ontario",1
"9316",50,"High School","Alberta",0
"9317",46,"Below high school","Quebec",1
"9318",74,"Below high school","Manitoba",1
"9319",52,"At or above Bachelor","Quebec",1
"9320",23,"High School","Ontario",0
"9321",77,"College","British Columbia",0
"9322",28,"At or above Bachelor","Ontario",1
"9323",45,"At or above Bachelor","British Columbia",0
"9324",30,"At or above Bachelor","Alberta",0
"9325",69,"High School","Quebec",1
"9326",69,"High School","Quebec",1
"9327",20,"High School","Ontario",1
"9328",28,"High School","Ontario",1
"9329",65,"High School","British Columbia",0
"9330",67,"College","Ontario",0
"9331",78,"High School","Ontario",0
"9332",51,"College","Ontario",1
"9333",57,"At or above Bachelor","Ontario",0
"9334",56,"At or above Bachelor","Quebec",1
"9335",61,"High School","Quebec",1
"9336",68,"At or above Bachelor","Ontario",1
"9337",35,"High School","Quebec",1
"9338",56,"College","Manitoba",0
"9339",70,"At or above Bachelor","Manitoba",0
"9340",75,"College","Alberta",1
"9341",36,"High School","Alberta",0
"9342",25,"At or above Bachelor","Ontario",1
"9343",53,"High School","Saskatchewan",0
"9344",66,"College","Ontario",1
"9345",73,"High School","Alberta",1
"9346",63,"College","Ontario",0
"9347",54,"College","Saskatchewan",0
"9348",69,"At or above Bachelor","Quebec",0
"9349",49,"High School","Ontario",1
"9350",67,"At or above Bachelor","Ontario",1
"9351",66,"College","Quebec",1
"9352",67,"At or above Bachelor","Ontario",1
"9353",21,"High School","Ontario",0
"9354",62,"At or above Bachelor","Ontario",1
"9355",66,"High School","Quebec",0
"9356",49,"At or above Bachelor","Ontario",1
"9357",71,"High School","Alberta",0
"9358",73,"At or above Bachelor","Ontario",0
"9359",54,"High School","Ontario",0
"9360",36,"College","British Columbia",0
"9361",58,"College","Alberta",0
"9362",67,"High School","Alberta",1
"9363",28,"At or above Bachelor","Alberta",1
"9364",67,"High School","Manitoba",1
"9365",62,"College","Saskatchewan",0
"9366",78,"High School","Quebec",1
"9367",60,"At or above Bachelor","Quebec",1
"9368",47,"Below high school","Alberta",0
"9369",20,"High School","Alberta",0
"9370",79,"At or above Bachelor","British Columbia",0
"9371",19,"High School","Saskatchewan",1
"9372",31,"At or above Bachelor","Alberta",0
"9373",69,"College","Saskatchewan",0
"9374",42,"College","Alberta",1
"9375",74,"High School","Ontario",1
"9376",21,"High School","Ontario",0
"9377",30,"At or above Bachelor","Ontario",1
"9378",28,"At or above Bachelor","Quebec",1
"9379",74,"Below high school","Ontario",1
"9380",34,"College","Ontario",0
"9381",37,"At or above Bachelor","Ontario",1
"9382",27,"High School","British Columbia",1
"9383",60,"At or above Bachelor","British Columbia",1
"9384",31,"Below high school","Alberta",0
"9385",48,"High School","British Columbia",0
"9386",29,"College","Ontario",1
"9387",33,"At or above Bachelor","Ontario",1
"9388",54,"College","Quebec",0
"9389",28,"At or above Bachelor","Ontario",1
"9390",69,"At or above Bachelor","Quebec",1
"9391",63,"College","British Columbia",1
"9392",39,"College","Quebec",0
"9393",73,"High School","Alberta",0
"9394",53,"At or above Bachelor","Ontario",1
"9395",52,"College","Ontario",0
"9396",68,"High School","Quebec",1
"9397",20,"High School","Alberta",0
"9398",35,"At or above Bachelor","Alberta",0
"9399",36,"At or above Bachelor","Ontario",1
"9400",38,"At or above Bachelor","Ontario",0
"9401",32,"At or above Bachelor","Ontario",1
"9402",30,"At or above Bachelor","Ontario",1
"9403",48,"College","Ontario",1
"9404",53,"College","Ontario",0
"9405",38,"College","British Columbia",1
"9406",44,"High School","Ontario",0
"9407",21,"High School","Quebec",1
"9408",58,"High School","Quebec",0
"9409",62,"High School","Quebec",1
"9410",33,"At or above Bachelor","Quebec",1
"9411",55,"High School","British Columbia",0
"9412",73,"At or above Bachelor","British Columbia",1
"9413",19,"High School","Ontario",1
"9414",48,"College","British Columbia",0
"9415",66,"At or above Bachelor","Alberta",0
"9416",33,"High School","Alberta",0
"9417",42,"At or above Bachelor","Ontario",1
"9418",35,"High School","Ontario",1
"9419",19,"Below high school","Ontario",1
"9420",19,"At or above Bachelor","Quebec",0
"9421",31,"High School","Ontario",1
"9422",40,"At or above Bachelor","Ontario",1
"9423",39,"High School","British Columbia",0
"9424",38,"High School","Quebec",1
"9425",50,"High School","Nunavut",0
"9426",43,"At or above Bachelor","Ontario",1
"9427",22,"At or above Bachelor","Ontario",0
"9428",62,"College","Yukon",1
"9429",55,"College","Alberta",0
"9430",31,"High School","Alberta",0
"9431",56,"High School","Ontario",0
"9432",45,"College","Ontario",0
"9433",22,"Below high school","Ontario",1
"9434",38,"At or above Bachelor","Ontario",1
"9435",76,"High School","Ontario",1
"9436",78,"At or above Bachelor","Quebec",0
"9437",44,"High School","Ontario",1
"9438",36,"College","Ontario",1
"9439",74,"At or above Bachelor","Quebec",1
"9440",62,"At or above Bachelor","British Columbia",0
"9441",68,"High School","British Columbia",1
"9442",64,"High School","Manitoba",0
"9443",70,"At or above Bachelor","Alberta",0
"9444",45,"High School","Alberta",1
"9445",31,"At or above Bachelor","Ontario",1
"9446",22,"College","Alberta",0
"9447",60,"High School","Manitoba",0
"9448",72,"College","Alberta",0
"9449",22,"High School","Alberta",0
"9450",25,"At or above Bachelor","Ontario",0
"9451",56,"High School","Ontario",0
"9452",61,"High School","Ontario",1
"9453",62,"High School","Quebec",0
"9454",63,"College","British Columbia",0
"9455",65,"At or above Bachelor","British Columbia",0
"9456",73,"High School","British Columbia",1
"9457",70,"At or above Bachelor","Ontario",0
"9458",63,"College","Alberta",0
"9459",37,"High School","Ontario",0
"9460",51,"High School","Ontario",0
"9461",55,"High School","British Columbia",1
"9462",58,"Below high school","British Columbia",0
"9463",54,"At or above Bachelor","Ontario",0
"9464",51,"College","British Columbia",1
"9465",76,"High School","Manitoba",0
"9466",28,"At or above Bachelor","Ontario",0
"9467",77,"College","Alberta",0
"9468",67,"High School","Alberta",0
"9469",40,"High School","Saskatchewan",1
"9470",39,"High School","Quebec",0
"9471",55,"At or above Bachelor","Ontario",1
"9472",31,"At or above Bachelor","Ontario",0
"9473",34,"High School","Alberta",0
"9474",31,"College","Alberta",0
"9475",19,"Below high school","Ontario",1
"9476",73,"At or above Bachelor","Manitoba",1
"9477",49,"At or above Bachelor","Alberta",0
"9478",68,"At or above Bachelor","Quebec",1
"9479",55,"At or above Bachelor","Alberta",1
"9480",72,"College","Ontario",0
"9481",56,"At or above Bachelor","Alberta",1
"9482",41,"At or above Bachelor","Quebec",1
"9483",63,"High School","British Columbia",1
"9484",74,"College","British Columbia",0
"9485",21,"High School","Ontario",1
"9486",72,"High School","Quebec",1
"9487",63,"At or above Bachelor","Ontario",0
"9488",38,"College","Ontario",1
"9489",30,"Below high school","Alberta",0
"9490",73,"High School","Ontario",1
"9491",72,"At or above Bachelor","Ontario",0
"9492",31,"At or above Bachelor","Ontario",1
"9493",23,"At or above Bachelor","Ontario",1
"9494",27,"High School","Ontario",0
"9495",58,"High School","Ontario",0
"9496",65,"At or above Bachelor","Manitoba",1
"9497",49,"High School","British Columbia",1
"9498",74,"At or above Bachelor","Alberta",1
"9499",27,"High School","Alberta",0
"9500",45,"At or above Bachelor","Ontario",1
"9501",30,"College","Ontario",1
"9502",72,"At or above Bachelor","Ontario",1
"9503",53,"College","Ontario",1
"9504",63,"High School","Quebec",0
"9505",19,"High School","Quebec",1
"9506",71,"At or above Bachelor","Manitoba",0
"9507",41,"At or above Bachelor","Ontario",1
"9508",39,"At or above Bachelor","Quebec",0
"9509",64,"College","Quebec",1
"9510",50,"At or above Bachelor","Quebec",0
"9511",69,"High School","Ontario",1
"9512",19,"High School","British Columbia",0
"9513",51,"College","Quebec",1
"9514",82,"Below high school","British Columbia",0
"9515",69,"Below high school","Manitoba",1
"9516",27,"At or above Bachelor","Ontario",1
"9517",24,"High School","Quebec",1
"9518",59,"High School","Manitoba",0
"9519",19,"Below high school","Ontario",1
"9520",19,"High School","British Columbia",0
"9521",37,"College","Alberta",0
"9522",72,"At or above Bachelor","Quebec",0
"9523",62,"High School","Ontario",0
"9524",67,"At or above Bachelor","Saskatchewan",1
"9525",44,"College","Alberta",0
"9526",51,"At or above Bachelor","Ontario",0
"9527",62,"At or above Bachelor","Ontario",0
"9528",64,"High School","Manitoba",0
"9529",62,"High School","Quebec",1
"9530",47,"College","Ontario",0
"9531",67,"College","Ontario",1
"9532",53,"At or above Bachelor","Alberta",0
"9533",71,"High School","British Columbia",0
"9534",35,"At or above Bachelor","Alberta",1
"9535",29,"High School","Quebec",0
"9536",54,"At or above Bachelor","Ontario",0
"9537",35,"At or above Bachelor","Ontario",1
"9538",61,"At or above Bachelor","Alberta",0
"9539",47,"At or above Bachelor","Saskatchewan",0
"9540",39,"At or above Bachelor","Quebec",1
"9541",49,"At or above Bachelor","Alberta",1
"9542",65,"At or above Bachelor","Ontario",1
"9543",71,"College","British Columbia",1
"9544",66,"High School","Ontario",1
"9545",82,"College","Manitoba",1
"9546",63,"High School","Ontario",1
"9547",46,"At or above Bachelor","Ontario",0
"9548",79,"At or above Bachelor","British Columbia",1
"9549",56,"College","Ontario",1
"9550",33,"At or above Bachelor","British Columbia",1
"9551",46,"College","Quebec",1
"9552",22,"High School","Ontario",0
"9553",55,"At or above Bachelor","Ontario",1
"9554",72,"At or above Bachelor","Ontario",1
"9555",32,"High School","Manitoba",1
"9556",67,"High School","Alberta",0
"9557",39,"At or above Bachelor","Quebec",1
"9558",47,"At or above Bachelor","Ontario",1
"9559",37,"College","Ontario",0
"9560",81,"High School","Alberta",0
"9561",32,"College","Ontario",1
"9562",63,"At or above Bachelor","Quebec",1
"9563",70,"At or above Bachelor","Manitoba",0
"9564",62,"College","Manitoba",0
"9565",62,"High School","Ontario",1
"9566",64,"At or above Bachelor","Ontario",0
"9567",39,"Below high school","Saskatchewan",0
"9568",47,"High School","Ontario",0
"9569",29,"High School","Ontario",0
"9570",59,"High School","Manitoba",0
"9571",57,"At or above Bachelor","Quebec",0
"9572",72,"High School","Alberta",0
"9573",34,"At or above Bachelor","Alberta",0
"9574",50,"High School","Saskatchewan",0
"9575",37,"College","Quebec",1
"9576",48,"Below high school","British Columbia",1
"9577",35,"At or above Bachelor","Manitoba",1
"9578",54,"At or above Bachelor","Quebec",0
"9579",39,"High School","Alberta",0
"9580",72,"College","British Columbia",0
"9581",71,"At or above Bachelor","Manitoba",1
"9582",65,"High School","British Columbia",1
"9583",50,"College","Alberta",0
"9584",43,"High School","Alberta",0
"9585",32,"At or above Bachelor","British Columbia",1
"9586",55,"At or above Bachelor","Alberta",0
"9587",56,"College","Alberta",0
"9588",66,"College","Saskatchewan",0
"9589",35,"At or above Bachelor","British Columbia",1
"9590",45,"High School","British Columbia",1
"9591",93,"College","British Columbia",1
"9592",55,"High School","Alberta",0
"9593",34,"College","British Columbia",1
"9594",82,"High School","British Columbia",1
"9595",69,"High School","British Columbia",1
"9596",56,"High School","Quebec",0
"9597",43,"At or above Bachelor","Quebec",1
"9598",37,"College","British Columbia",0
"9599",45,"At or above Bachelor","Alberta",1
"9600",27,"College","Quebec",0
"9601",71,"High School","British Columbia",1
"9602",28,"High School","British Columbia",1
"9603",55,"High School","Alberta",0
"9604",50,"At or above Bachelor","British Columbia",1
"9605",67,"High School","British Columbia",0
"9606",65,"High School","Quebec",1
"9607",52,"College","British Columbia",0
"9608",50,"At or above Bachelor","Ontario",1
"9609",78,"At or above Bachelor","British Columbia",1
"9610",53,"At or above Bachelor","Alberta",0
"9611",21,"High School","British Columbia",0
"9612",43,"High School","Quebec",1
"9613",44,"High School","Ontario",0
"9614",33,"At or above Bachelor","Alberta",0
"9615",24,"At or above Bachelor","Ontario",1
"9616",45,"High School","Manitoba",0
"9617",46,"College","Quebec",0
"9618",53,"High School","Nova Scotia",0
"9619",27,"High School","Ontario",1
"9620",71,"College","Alberta",0
"9621",51,"High School","Ontario",1
"9622",31,"Below high school","Alberta",0
"9623",69,"High School","Quebec",1
"9624",60,"High School","Quebec",1
"9625",35,"High School","Ontario",0
"9626",60,"High School","Alberta",0
"9627",32,"High School","Ontario",0
"9628",66,"At or above Bachelor","Ontario",1
"9629",45,"College","Quebec",1
"9630",52,"High School","Ontario",0
"9631",54,"At or above Bachelor","Ontario",1
"9632",63,"College","Ontario",1
"9633",77,"At or above Bachelor","Ontario",0
"9634",61,"College","Saskatchewan",0
"9635",57,"High School","Alberta",0
"9636",62,"At or above Bachelor","Quebec",0
"9637",54,"College","Ontario",1
"9638",52,"High School","Manitoba",0
"9639",67,"High School","Ontario",1
"9640",71,"High School","Alberta",0
"9641",68,"At or above Bachelor","Ontario",0
"9642",61,"High School","Quebec",1
"9643",59,"At or above Bachelor","Ontario",1
"9644",61,"High School","Ontario",1
"9645",46,"At or above Bachelor","Ontario",1
"9646",37,"College","Ontario",1
"9647",58,"High School","Ontario",1
"9648",49,"College","Ontario",1
"9649",82,"High School","Ontario",1
"9650",61,"At or above Bachelor","Ontario",1
"9651",31,"College","Quebec",0
"9652",62,"High School","Alberta",1
"9653",50,"College","Ontario",0
"9654",43,"High School","Quebec",1
"9655",26,"High School","Quebec",1
"9656",27,"Below high school","Ontario",0
"9657",54,"College","Ontario",0
"9658",62,"College","Manitoba",0
"9659",39,"High School","Quebec",1
"9660",56,"College","Ontario",1
"9661",58,"At or above Bachelor","Ontario",1
"9662",70,"At or above Bachelor","Ontario",1
"9663",65,"College","Quebec",1
"9664",32,"At or above Bachelor","Alberta",1
"9665",64,"At or above Bachelor","Alberta",1
"9666",34,"High School","Ontario",0
"9667",79,"High School","Ontario",0
"9668",59,"At or above Bachelor","Quebec",1
"9669",67,"High School","Ontario",1
"9670",72,"At or above Bachelor","Ontario",0
"9671",68,"High School","Nova Scotia",1
"9672",23,"High School","Ontario",0
"9673",41,"At or above Bachelor","Quebec",1
"9674",61,"At or above Bachelor","British Columbia",1
"9675",77,"At or above Bachelor","Prince Edward Island",1
"9676",60,"High School","Ontario",0
"9677",36,"College","Ontario",1
"9678",65,"At or above Bachelor","Ontario",0
"9679",80,"At or above Bachelor","Ontario",1
"9680",54,"High School","Quebec",1
"9681",66,"College","Quebec",1
"9682",71,"High School","Ontario",0
"9683",66,"At or above Bachelor","Ontario",1
"9684",69,"At or above Bachelor","Ontario",0
"9685",67,"High School","Nova Scotia",1
"9686",36,"College","Alberta",1
"9687",73,"High School","Ontario",1
"9688",75,"College","Ontario",1
"9689",43,"At or above Bachelor","Nova Scotia",1
"9690",64,"College","Ontario",1
"9691",78,"High School","Manitoba",1
"9692",72,"High School","Quebec",0
"9693",67,"High School","Ontario",1
"9694",65,"High School","Ontario",0
"9695",70,"At or above Bachelor","Ontario",0
"9696",47,"College","Quebec",1
"9697",25,"At or above Bachelor","Ontario",0
"9698",69,"High School","Alberta",0
"9699",64,"High School","Quebec",0
"9700",70,"At or above Bachelor","Newfoundland and Labrador",1
"9701",58,"Below high school","Newfoundland and Labrador",1
"9702",71,"College","Ontario",1
"9703",39,"At or above Bachelor","Ontario",1
"9704",86,"High School","New Brunswick",0
"9705",80,"At or above Bachelor","Ontario",1
